contestId,index,name,type,tags,problem-description,input-specification,output-specification,demo-input,demo-output,note,verdict,code,ai_generated_code
39,G,Inverse Function,PROGRAMMING,['implementation'],"Petya wrote a programme on C++ that calculated a very interesting function *f*(*n*). Petya ran the program with a certain value of *n* and went to the kitchen to have some tea. The history has no records concerning how long the program had been working. By the time Petya returned, it had completed the calculations and had the result. However while Petya was drinking tea, a sly virus managed to destroy the input file so that Petya can't figure out for which value of *n* the program was run. Help Petya, carry out the inverse function!

Mostly, the program consists of a function in C++ with the following simplified syntax:
 -  *function* ::= int f(int n) {*operatorSequence*}-  *operatorSequence* ::= *operator* | *operator* *operatorSequence*-  *operator* ::= return *arithmExpr*; | if (*logicalExpr*) return *arithmExpr*;-  *logicalExpr* ::= *arithmExpr*<=&gt;<=*arithmExpr* | *arithmExpr*<=&lt;<=*arithmExpr* | *arithmExpr* == *arithmExpr*-  *arithmExpr* ::= *sum*-  *sum* ::= *product* | *sum*<=+<=*product* | *sum*<=-<=*product*-  *product* ::= *multiplier* | *product*<=*<=*multiplier* | *product*<=/<=*multiplier*-  *multiplier* ::= n | *number* | f(*arithmExpr*)-  *number* ::= 0|1|2|... |32767 
The whitespaces in a *operatorSequence* are optional.

Thus, we have a function, in which body there are two kinds of operators. There is the operator ""return *arithmExpr*;"" that returns the value of the expression as the value of the function, and there is the conditional operator ""if (*logicalExpr*) return *arithmExpr*;"" that returns the value of the arithmetical expression when and only when the logical expression is true. Guaranteed that no other constructions of C++ language — cycles, assignment operators, nested conditional operators etc, and other variables except the *n* parameter are used in the function. All the constants are integers in the interval [0..32767].

The operators are performed sequentially. After the function has returned a value other operators in the sequence are not performed. Arithmetical expressions are performed taking into consideration the standard priority of the operations. It means that first all the products that are part of the sum are calculated. During the calculation of the products the operations of multiplying and division are performed from the left to the right. Then the summands are summed, and the addition and the subtraction are also performed from the left to the right. Operations ""&gt;"" (more), ""&lt;"" (less) and ""=="" (equals) also have standard meanings.

Now you've got to pay close attention! The program is compiled with the help of 15-bit Berland C++ compiler invented by a Berland company BerSoft, that's why arithmetical operations are performed in a non-standard way. Addition, subtraction and multiplication are performed modulo 32768 (if the result of subtraction is negative, then 32768 is added to it until the number belongs to the interval [0..32767]). Division ""/"" is a usual integer division where the remainder is omitted.

Examples of arithmetical operations: 

Guaranteed that for all values of *n* from 0 to 32767 the given function is performed correctly. That means that:

1. Division by 0 never occures.

2. When performing a function for the value *n*<==<=*N* recursive calls of the function *f* may occur only for the parameter value of 0,<=1,<=...,<=*N*<=-<=1. Consequently, the program never has an infinite recursion.

3. As the result of the sequence of the operators, the function always returns a value.

We have to mention that due to all the limitations the value returned by the function *f* is independent from either global variables or the order of performing the calculations of arithmetical expressions as part of the logical one, or from anything else except the value of *n* parameter. That's why the *f* function can be regarded as a function in its mathematical sense, i.e. as a unique correspondence between any value of *n* from the interval [0..32767] and a value of *f*(*n*) from the same interval.

Given the value of *f*(*n*), and you should find *n*. If the suitable *n* value is not unique, you should find the maximal one (from the interval [0..32767]).","The first line has an integer *f*(*n*) from the interval [0..32767]. The next lines have the description of the function *f*. In the description can be found extra spaces and line breaks (see the examples) which, of course, can’t break key words int, if, return and numbers. The size of input data can’t exceed 100 bytes.","Output a single number — the answer to the problem. If there’s no answer, output ""-1"" (without quotes).","['17\nint f(int n)\n{\nif (n &lt; 100) return 17;\nif (n &gt; 99) return 27;\n}\n', '13\nint f(int n)\n{\nif (n == 0) return 0;\nreturn f(n - 1) + 1;\n}\n', '144\nint f(int n)\n{\nif (n == 0) return 0;\nif (n == 1) return n;\nreturn f(n - 1) + f(n - 2);\n}']","['99\n', '13', '24588\n']",none,RUNTIME_ERROR,"import m, q, functools

def j(x):
    y = x % 32768
    if (y < 0):
        y += 32768
    return y

class h:
    def __init__(n, x):
        n.value = j(int(x))
    def a(n, x):
        return h(j(n.value + x.value))
    def f(n, x):
        return h(j(n.value - x.value))
    def e(n, x):
        return h(j(n.value * x.value))
    def c(n, x):
        return h(j(n.value // x.value))
    def b(n, x):
        return h(j(n.value & x.value))
    def __eq__(n, x):
        return n.value == x.value
    def __lt__(n, x):
        return n.value < x.value
    def __gt__(n, x):
        return n.value > x.value
    def __str__(n):
        return str(n.value)
    def d(n):
        return n.value
    def __hash__(n):
      return n.value

def r(p):
    s = p
    s = s.replace('\n', '')
    s = s.replace('{', '')
    s = s.replace('}', '')
    s = m.sub('([0-9]+)', 'berland_cpp_int(\\1)', s)
    
    s = s.replace('int f(int n)',\
                  '\[email protected]_cache(maxsize=None)\ndef f(n):\n\t')
 
    s = m.sub('return(.*?);', 'return berland_cpp_int(\\1);', s)
    s = s.replace(';', '\n\t')
    s = s.replace('return', ':return')
    s = m.sub('\t[ :]+', '\t', s)

    return s

k = q.stdin.read().split('\n')

l = int(k[0])
o = '\n'.join(k[1:])
i = r(o)

exec(i)

s = list(map(lambda x: f(h(x)), range(32768)))
s = list(map(lambda x: x.value, s))

g = -1

for i in range(32768):
    if (s[i] == l):
        g = i

print(g)","def b(d, n):

    d = d.replace('n', str(n))
    return eval(d) % 32768

def c(n, g):

    for j in g:
        j = j.strip()
        if j.startswith('if'):
            a = j[j.index('(')+1:j.index(')')]
            if b(a, n):
                return b(j[j.index('return')+6:j.index(';')], n)
        elif j.startswith('return'):
            return b(j[7:], n)
    return -1

def f(o, g):

    l = []
    for n in range(32768):
        if c(n, g) == o:
            l.append(n)
    return max(l) if l else -1

def k():
    import n
    
    i = n.stdin.read().strip().split('\n')
    e = int(i[0].strip())
    h = ''.join(i[1:]).split('{')[1].split('}')[0].strip().splitlines()
    
    m = f(e, h)
    print(m)

if __name__ == ""__main__"":
    k()"
496,C,Removing Columns,PROGRAMMING,"['brute force', 'constructive algorithms', 'implementation']","You are given an *n*<=×<=*m* rectangular table consisting of lower case English letters. In one operation you can completely remove one column from the table. The remaining parts are combined forming a new table. For example, after removing the second column from the table

 

we obtain the table:

 

A table is called good if its rows are ordered from top to bottom lexicographically, i.e. each row is lexicographically no larger than the following one. Determine the minimum number of operations of removing a column needed to make a given table good.","The first line contains two integers  — *n* and *m* (1<=≤<=*n*,<=*m*<=≤<=100).

Next *n* lines contain *m* small English letters each — the characters of the table.",Print a single number — the minimum number of columns that you need to remove in order to make the table good.,"['1 10\ncodeforces\n', '4 4\ncase\ncare\ntest\ncode\n', '5 4\ncode\nforc\nesco\ndefo\nrces\n']","['0\n', '2\n', '4\n']","In the first sample the table is already good.

In the second sample you may remove the first and third column.

In the third sample you have to remove all the columns (note that the table where all rows are empty is considered good by definition).

Let strings *s* and *t* have equal length. Then, *s* is lexicographically larger than *t* if they are not equal and the character following the largest common prefix of *s* and *t* (the prefix may be empty) in *s* is alphabetically larger than the corresponding character of *t*.",WRONG_ANSWER,"def c():
    n,m=map(int,input().split())
    A=[list(input()) for i in range(n)]
    if(n==1):
        print(0)
        return
    b=0
    j=0
    while (j<len(A[0])):
        a=0
        for i in range(n-1):
            if not (A[i][j]<=A[i+1][j]):
                a=1
                break
        if (a):
            for i in range(n):
                del(A[i][j])
            b+=1
        else:
            j+=1
        B=A[::]
        A.sort()
        if(B==A):
            print(b)
            return
        A=B[::]

c()","def c(n, m, e):

    a = 0

    for j in range(m):

        for i in range(1, n):

            if e[i-1][j] > e[i][j]:

                a += 1
                break
                
    return a

if __name__ == ""__main__"":
    import d
    
    b = d.stdin.read().strip().split('\n')
    n, m = map(int, b[0].split())
    e = [b[i + 1] for i in range(n)]

    print(c(n, m, e))"
424,B,Megacity,PROGRAMMING,"['binary search', 'greedy', 'implementation', 'sortings']","The administration of the Tomsk Region firmly believes that it's time to become a megacity (that is, get population of one million). Instead of improving the demographic situation, they decided to achieve its goal by expanding the boundaries of the city.

The city of Tomsk can be represented as point on the plane with coordinates (0; 0). The city is surrounded with *n* other locations, the *i*-th one has coordinates (*x**i*, *y**i*) with the population of *k**i* people. You can widen the city boundaries to a circle of radius *r*. In such case all locations inside the circle and on its border are included into the city.

Your goal is to write a program that will determine the minimum radius *r*, to which is necessary to expand the boundaries of Tomsk, so that it becomes a megacity.","The first line of the input contains two integers *n* and *s* (1<=≤<=*n*<=≤<=103; 1<=≤<=*s*<=&lt;<=106) — the number of locatons around Tomsk city and the population of the city. Then *n* lines follow. The *i*-th line contains three integers — the *x**i* and *y**i* coordinate values of the *i*-th location and the number *k**i* of people in it (1<=≤<=*k**i*<=&lt;<=106). Each coordinate is an integer and doesn't exceed 104 in its absolute value.

It is guaranteed that no two locations are at the same point and no location is at point (0; 0).","In the output, print ""-1"" (without the quotes), if Tomsk won't be able to become a megacity. Otherwise, in the first line print a single real number — the minimum radius of the circle that the city needs to expand to in order to become a megacity.

The answer is considered correct if the absolute or relative error don't exceed 10<=-<=6.","['4 999998\n1 1 1\n2 2 1\n3 3 1\n2 -2 1\n', '4 999998\n1 1 2\n2 2 1\n3 3 1\n2 -2 1\n', '2 1\n1 1 999997\n2 2 1\n']","['2.8284271\n', '1.4142136\n', '-1']",none,WRONG_ANSWER,"def d(b):
   if b <= 0:
      print(0)
      return

   a = [] 
   for _ in range(n):
      x, y, k = map(int, input().split())
      a.append(((x**2 + y**2)**0.5, k))
   a.sort()

   for r, c in a:
      if b > 0:
         b -= c  
      else: 
         break
   print(""{:.7f}"".format(r))

n, s = map(int, input().split())
b = 10**6 - s
d(b)","import g
import k

def h(n, s, f):

    l = 1000000 - s
    if l <= 0:
        return 0.0

    c = []

    for x, y, k in f:

        b = g.sqrt(x**2 + y**2)
        c.append((b, k))

    c.sort()

    a = 0

    for b, i in c:
        a += i
        if a >= l:
            return b

    return -1

d = k.stdin.read().strip().split('\n')
n, s = map(int, d[0].split())
f = [tuple(map(int, e.split())) for e in d[1:n+1]]

j = h(n, s, f)

if j == -1:
    print(j)
else:
    print(f""{j:.7f}"")"
110,A,Nearly Lucky Number,PROGRAMMING,['implementation'],"Petya loves lucky numbers. We all know that lucky numbers are the positive integers whose decimal representations contain only the lucky digits 4 and 7. For example, numbers 47, 744, 4 are lucky and 5, 17, 467 are not.

Unfortunately, not all numbers are lucky. Petya calls a number nearly lucky if the number of lucky digits in it is a lucky number. He wonders whether number *n* is a nearly lucky number.","The only line contains an integer *n* (1<=≤<=*n*<=≤<=1018).

Please do not use the %lld specificator to read or write 64-bit numbers in С++. It is preferred to use the cin, cout streams or the %I64d specificator.","Print on the single line ""YES"" if *n* is a nearly lucky number. Otherwise, print ""NO"" (without the quotes).","['40047\n', '7747774\n', '1000000000000000000\n']","['NO\n', 'YES\n', 'NO\n']","In the first sample there are 3 lucky digits (first one and last two), so the answer is ""NO"".

In the second sample there are 7 lucky digits, 7 is lucky number, so the answer is ""YES"".

In the third sample there are no lucky digits, so the answer is ""NO"".",OK,"def b():
    s = input()
    a = 0
    for i in s:
        if i == '4' or i == '7':
            a += 1
    if a == 4 or a == 7:
        print('YES')
    else:
        print('NO')

if __name__ == '__main__':
    b()","def b(d):
    return all(d in '47' for d in str(d))

n = int(input().strip())

c = sum(1 for a in str(n) if a in '47')

if b(c):
    print(""YES"")
else:
    print(""NO"")"
664,A,Complicated GCD,PROGRAMMING,"['math', 'number theory']","Greatest common divisor *GCD*(*a*,<=*b*) of two positive integers *a* and *b* is equal to the biggest integer *d* such that both integers *a* and *b* are divisible by *d*. There are many efficient algorithms to find greatest common divisor *GCD*(*a*,<=*b*), for example, Euclid algorithm. 

Formally, find the biggest integer *d*, such that all integers *a*,<=*a*<=+<=1,<=*a*<=+<=2,<=...,<=*b* are divisible by *d*. To make the problem even more complicated we allow *a* and *b* to be up to googol, 10100 — such number do not fit even in 64-bit integer type!",The only line of the input contains two integers *a* and *b* (1<=≤<=*a*<=≤<=*b*<=≤<=10100).,Output one integer — greatest common divisor of all integers from *a* to *b* inclusive.,"['1 2\n', '61803398874989484820458683436563811772030917980576 61803398874989484820458683436563811772030917980576\n']","['1\n', '61803398874989484820458683436563811772030917980576\n']",none,WRONG_ANSWER,"b, c = map(int, input().split())

def a(a, b):
    if b == 0:
        return a
    return a(b, b%a)

print(a(max(b, c), min(b, c)))","def c(a, b):

    if a == b:
        return a

    return 1

d = input().strip()
a, b = d.split()

a = int(a)
b = int(b)

e = c(a, b)

print(e)"
633,A,Ebony and Ivory,PROGRAMMING,"['brute force', 'math', 'number theory']","Dante is engaged in a fight with ""The Savior"". Before he can fight it with his sword, he needs to break its shields. He has two guns, Ebony and Ivory, each of them is able to perform any non-negative number of shots.

For every bullet that hits the shield, Ebony deals *a* units of damage while Ivory deals *b* units of damage. In order to break the shield Dante has to deal exactly *c* units of damage. Find out if this is possible.","The first line of the input contains three integers *a*, *b*, *c* (1<=≤<=*a*,<=*b*<=≤<=100,<=1<=≤<=*c*<=≤<=10<=000) — the number of units of damage dealt by Ebony gun and Ivory gun, and the total number of damage required to break the shield, respectively.","Print ""Yes"" (without quotes) if Dante can deal exactly *c* damage to the shield and ""No"" (without quotes) otherwise.","['4 6 15\n', '3 2 7\n', '6 11 6\n']","['No\n', 'Yes\n', 'Yes\n']","In the second sample, Dante can fire 1 bullet from Ebony and 2 from Ivory to deal exactly 1·3 + 2·2 = 7 damage. In the third sample, Dante can fire 1 bullet from ebony and no bullets from ivory to do 1·6 + 0·11 = 6 damage.",COMPILATION_ERROR,"def a(a,b):
    global g,x,y
    if b==0:
        g=a
        x,y=1,0
    else:
        a(b,a%b)
        b = x
        x = y
        y = b - ((a//b)*y)
        
        

if __name__==""__main__"":
    a,b,c=map(int,input().split())
    g=x=y=int()
    a(a,b)
    if (c%a==0) or (c%b==0) or (c%g==0):
        print(""Yes"")
        continue
    elif x<0 and y<0:
        print(""No"")
    elif x>0 and y>0:
        print(""Yes"")","def a(a, b, c):

    for x in range(c // a + 1):
        if (c - a * x) % b == 0:
            return True
    return False

b = ['4 6 15\n', '3 2 7\n', '6 11 6\n']
d = []

for c in b:
    a, b, c = map(int, c.strip().split())
    if a(a, b, c):
        d.append(""Yes\n"")
    else:
        d.append(""No\n"")

print(d)"
967,A,Mind the Gap,PROGRAMMING,['implementation'],"These days Arkady works as an air traffic controller at a large airport. He controls a runway which is usually used for landings only. Thus, he has a schedule of planes that are landing in the nearest future, each landing lasts $1$ minute.

He was asked to insert one takeoff in the schedule. The takeoff takes $1$ minute itself, but for safety reasons there should be a time space between the takeoff and any landing of at least $s$ minutes from both sides.

Find the earliest time when Arkady can insert the takeoff.","The first line of input contains two integers $n$ and $s$ ($1 \le n \le 100$, $1 \le s \le 60$) — the number of landings on the schedule and the minimum allowed time (in minutes) between a landing and a takeoff.

Each of next $n$ lines contains two integers $h$ and $m$ ($0 \le h \le 23$, $0 \le m \le 59$) — the time, in hours and minutes, when a plane will land, starting from current moment (i. e. the current time is $0$ $0$). These times are given in increasing order.",Print two integers $h$ and $m$ — the hour and the minute from the current moment of the earliest time Arkady can insert the takeoff.,"['6 60\n0 0\n1 20\n3 21\n5 0\n19 30\n23 40\n', '16 50\n0 30\n1 20\n3 0\n4 30\n6 10\n7 50\n9 30\n11 10\n12 50\n14 30\n16 10\n17 50\n19 30\n21 10\n22 50\n23 59\n', '3 17\n0 30\n1 0\n12 0\n']","['6 1\n', '24 50\n', '0 0\n']","In the first example note that there is not enough time between 1:20 and 3:21, because each landing and the takeoff take one minute.

In the second example there is no gaps in the schedule, so Arkady can only add takeoff after all landings. Note that it is possible that one should wait more than $24$ hours to insert the takeoff.

In the third example Arkady can insert the takeoff even between the first landing.",OK,"def next(a, b, c):
    return (a + (b + c) // 60, (b + c) % 60)

n, s = map(int, input().split())
e = []

for i in range(n):
    e.append(tuple(map(int, input().split())))

if e[0][0] * 60 + e[0][1] >= s + 1:
    print('0 0')
else:
    for i in range(1, len(e)):
        if (e[i][0] - e[i-1][0]) * 60 + (e[i][1] - e[i-1][1]) >= 2 * s + 2:
            d = next(e[i-1][0], e[i-1][1], s + 1)
            print(str(d[0]) + ' ' + str(d[1]))
            break;
    else:
        d = next(e[i][0], e[i][1], s + 1)
        print(str(d[0]) + ' ' + str(d[1]))","def b(n, s, e):

    d = []
    for h, m in e:
        d.append(h * 60 + m)

    c = 0

    if d[0] >= s + 1:
        return divmod(c, 60)

    for i in range(n - 1):
        a = d[i] + 1 + s
        g = d[i + 1] - s
        if g >= a:
            return divmod(a, 60)

    f = d[-1] + 1
    return divmod(f + s, 60)

n, s = map(int, input().split())
e = [tuple(map(int, input().split())) for _ in range(n)]

h, m = b(n, s, e)
print(h, m)"
976,A,Minimum Binary Number,PROGRAMMING,['implementation'],"String can be called correct if it consists of characters ""0"" and ""1"" and there are no redundant leading zeroes. Here are some examples: ""0"", ""10"", ""1001"".

You are given a correct string *s*.

You can perform two different operations on this string: 
 1.  swap any pair of adjacent characters (for example, ""101""  ""110""); 1.  replace ""11"" with ""1"" (for example, ""110""  ""10""). 
Let *val*(*s*) be such a number that *s* is its binary representation.

Correct string *a* is less than some other correct string *b* iff *val*(*a*)<=&lt;<=*val*(*b*).

Your task is to find the minimum correct string that you can obtain from the given one using the operations described above. You can use these operations any number of times in any order (or even use no operations at all).","The first line contains integer number *n* (1<=≤<=*n*<=≤<=100) — the length of string *s*.

The second line contains the string *s* consisting of characters ""0"" and ""1"". It is guaranteed that the string *s* is correct.",Print one string — the minimum correct string that you can obtain from the given one.,"['4\n1001\n', '1\n1\n']","['100\n', '1\n']","In the first example you can obtain the answer by the following sequence of operations: ""1001"" <img align=""middle"" class=""tex-formula"" src=""https://espresso.codeforces.com/70a0795f45d32287dba0eb83fc4a3f470c6e5537.png"" style=""max-width: 100.0%;max-height: 100.0%;""/> ""1010"" <img align=""middle"" class=""tex-formula"" src=""https://espresso.codeforces.com/70a0795f45d32287dba0eb83fc4a3f470c6e5537.png"" style=""max-width: 100.0%;max-height: 100.0%;""/> ""1100"" <img align=""middle"" class=""tex-formula"" src=""https://espresso.codeforces.com/70a0795f45d32287dba0eb83fc4a3f470c6e5537.png"" style=""max-width: 100.0%;max-height: 100.0%;""/> ""100"".

In the second example you can't obtain smaller answer no matter what operations you use.",OK,"import c
input = c.stdin.buffer.readline

def b(S):
    if S=='0':
        c.stdout.write('0')
        return
    d = [0, 0]
    for c in S:
        d[int(c)]+=1
    a = ['1']
    for i in range(d[0]):
        a.append('0')
    a = ''.join(a)
    c.stdout.write(a)
    return

n = int(input())
S = input().decode()[:-2]
b(S)","def f(n, s):

    a = s.count('0')
    b = s.count('1')

    if b == 0:
        return ""0""

    e = '1' + '0' * a + '1' * (b - 1)
    
    return e

d = ['4\n1001\n', '1\n1\n']
for c in d:
    n, s = c.strip().split('\n')
    n = int(n)
    g = f(n, s)
    print(g)"
672,A,Summer Camp,PROGRAMMING,['implementation'],"Every year, hundreds of people come to summer camps, they learn new algorithms and solve hard problems.

This is your first year at summer camp, and you are asked to solve the following problem. All integers starting with 1 are written in one line. The prefix of these line is ""123456789101112131415..."". Your task is to print the *n*-th digit of this string (digits are numbered starting with 1.",The only line of the input contains a single integer *n* (1<=≤<=*n*<=≤<=1000) — the position of the digit you need to print.,Print the *n*-th digit of the line.,"['3\n', '11\n']","['3\n', '0\n']","In the first sample the digit at position 3 is '3', as both integers 1 and 2 consist on one digit.

In the second sample, the digit at position 11 is '0', it belongs to the integer 10.",OK,"s = ''
for i in range(1,371):
    s+=str(i)
def a():
    n = int(input())
    print(s[n-1])
for _ in range(1):
    a()","def c(n):

    e = 1
    a = 9
    i = 1

    while n > e * a:
        n -= e * a
        e += 1
        a *= 10
        i *= 10

    i += (n - 1) // e
    g = str(i)
    return g[(n - 1) % e]

if __name__ == ""__main__"":
    import j

    d = j.stdin.read().strip().split('\n')

    h = []
    for f in d:
        n = int(f)
        b = c(n)
        h.append(b)

    print(""\n"".join(h))"
688,B,Lovely Palindromes,PROGRAMMING,"['constructive algorithms', 'math']","Pari has a friend who loves palindrome numbers. A palindrome number is a number that reads the same forward or backward. For example 12321, 100001 and 1 are palindrome numbers, while 112 and 1021 are not.

Pari is trying to love them too, but only very special and gifted people can understand the beauty behind palindrome numbers. Pari loves integers with even length (i.e. the numbers with even number of digits), so she tries to see a lot of big palindrome numbers with even length (like a 2-digit 11 or 6-digit 122221), so maybe she could see something in them.

Now Pari asks you to write a program that gets a huge integer *n* from the input and tells what is the *n*-th even-length positive palindrome number?",The only line of the input contains a single integer *n* (1<=≤<=*n*<=≤<=10100<=000).,Print the *n*-th even-length palindrome number.,"['1\n', '10\n']","['11\n', '1001\n']","The first 10 even-length palindrome numbers are 11, 22, 33, ... , 88, 99 and 1001.",OK,"from sys import stdin,stdout

n = input()
print(n+n[::-1])","def c(n):

    b = str(n)

    a = str(n)

    d = a + a[::-1]
    
    return d

n = int(input().strip())

e = c(n)

print(e)"
669,A,Little Artem and Presents,PROGRAMMING,['math'],"Little Artem got *n* stones on his birthday and now wants to give some of them to Masha. He knows that Masha cares more about the fact of receiving the present, rather than the value of that present, so he wants to give her stones as many times as possible. However, Masha remembers the last present she received, so Artem can't give her the same number of stones twice in a row. For example, he can give her 3 stones, then 1 stone, then again 3 stones, but he can't give her 3 stones and then again 3 stones right after that.

How many times can Artem give presents to Masha?",The only line of the input contains a single integer *n* (1<=≤<=*n*<=≤<=109) — number of stones Artem received on his birthday.,Print the maximum possible number of times Artem can give presents to Masha.,"['1\n', '2\n', '3\n', '4\n']","['1\n', '1\n', '2\n', '3\n']","In the first sample, Artem can only give 1 stone to Masha.

In the second sample, Atrem can give Masha 1 or 2 stones, though he can't give her 1 stone two times.

In the third sample, Atrem can first give Masha 2 stones, a then 1 more stone.

In the fourth sample, Atrem can first give Masha 1 stone, then 2 stones, and finally 1 stone again.",OK,"def b(n):
  if n == 1:
    return 1
  return n-round(n/3)
  
def a():
  n =int(input())
  print(b(n))

a()","def a(n):

    if n == 1:
        return 1

    elif n == 2:
        return 1

    else:

        return (n + 1) // 2

n = int(input())

b = a(n)

print(b)"
331,C1,The Great Julya Calendar,PROGRAMMING,['dp'],"Yet another Armageddon is coming! This time the culprit is the Julya tribe calendar. 

The beavers in this tribe knew math very well. Smart Beaver, an archaeologist, got a sacred plate with a magic integer on it. The translation from Old Beaverish is as follows: 

""May the Great Beaver bless you! May your chacres open and may your third eye never turn blind from beholding the Truth! Take the magic number, subtract a digit from it (the digit must occur in the number) and get a new magic number. Repeat this operation until a magic number equals zero. The Earth will stand on Three Beavers for the time, equal to the number of subtractions you perform!""

Distinct subtraction sequences can obviously get you different number of operations. But the Smart Beaver is ready to face the worst and is asking you to count the minimum number of operations he needs to reduce the magic number to zero.","The single line contains the magic integer *n*, 0<=≤<=*n*.
 -  to get 20 points, you need to solve the problem with constraints: *n*<=≤<=106 (subproblem C1); -  to get 40 points, you need to solve the problem with constraints: *n*<=≤<=1012 (subproblems C1+C2); -  to get 100 points, you need to solve the problem with constraints: *n*<=≤<=1018 (subproblems C1+C2+C3).",Print a single integer — the minimum number of subtractions that turns the magic number to a zero.,['24\n'],['5'],In the first test sample the minimum number of operations can be reached by the following sequence of subtractions:,OK,"import n

b = {}

def h(n):
    o = max(int(c) for c in str(n))
    return n - o

def k(n):
    i = 0
    while n > 0:
        n = h(n)
        i += 1
    return i

for m in range(1, 10):
    for a in range(10):
        g = int(f""{m}9{a}"")
        a = int(f""{m-1}99"")
        m = 0
        while g > a:
            g = h(g)

            m += 1
        b[m, 1, a] = m, g % 10

def m(m, k, a):
    if (m, k, a) in b:
        return b[m, k, a]
    if m == 0:
        return m(9, k-1, a)
    assert k > 1, (m, k, a)
    assert m > 0, (m, k, a)
    i, d = 0, a
    for y in range(0, 10)[::-1]:
        l, d = m(max(m, y), k-1, d)
        i += l
    b[m, k, a] = i, d
    return i, d

for m in range(1, 10):
    for k in range(1, 3):
        for a in range(10):
            m(m, k, a)

def j(n):
    a = n % 10
    i = 0
    def e():
        f = n // 10
        k = 0
        m = 0
        while f % 10 == 9:
            k += 1
            f //= 10
        while f != 0:
            m = max(m, f % 10)
            f //= 10
        return m, k
        
    while n != 0:
        print(n, file=n.stderr)
        m, k = e()
        if k == 0:

            i += 1
            n = h(n)
        elif k == 1 and m == 0:
            i += 1
            n = h(n)
        else:
            c, d = m(m, k, n % 10)
            if m == 0:
                n = ((n//10**(k))-1)*10**(k)+((10**(k-1))-1)*10+d
            else:
                n = ((n//10**(k+1))-1)*10**(k+1)+((10**k)-1)*10+d
            i+=c

    print(i)
        
N = int(input())
j(N)","def d(n):

    f = str(n)

    e = 0

    while n > 0:

        c = max(int(a) for a in f)

        n -= c

        e += 1

        f = str(n)
    
    return e

b = int(input().strip())

print(d(b))"
414,B,Mashmokh and ACM,PROGRAMMING,"['combinatorics', 'dp', 'number theory']","Mashmokh's boss, Bimokh, didn't like Mashmokh. So he fired him. Mashmokh decided to go to university and participate in ACM instead of finding a new job. He wants to become a member of Bamokh's team. In order to join he was given some programming tasks and one week to solve them. Mashmokh is not a very experienced programmer. Actually he is not a programmer at all. So he wasn't able to solve them. That's why he asked you to help him with these tasks. One of these tasks is the following.

A sequence of *l* integers *b*1,<=*b*2,<=...,<=*b**l* (1<=≤<=*b*1<=≤<=*b*2<=≤<=...<=≤<=*b**l*<=≤<=*n*) is called good if each number divides (without a remainder) by the next number in the sequence. More formally  for all *i* (1<=≤<=*i*<=≤<=*l*<=-<=1).

Given *n* and *k* find the number of good sequences of length *k*. As the answer can be rather large print it modulo 1000000007 (109<=+<=7).","The first line of input contains two space-separated integers *n*,<=*k* (1<=≤<=*n*,<=*k*<=≤<=2000).",Output a single integer — the number of good sequences of length *k* modulo 1000000007 (109<=+<=7).,"['3 2\n', '6 4\n', '2 1\n']","['5\n', '39\n', '2\n']","In the first sample the good sequences are: [1, 1], [2, 2], [3, 3], [1, 2], [1, 3].",WRONG_ANSWER,"import e

def b(n):
    d = []
    for i in range(1, int(e.sqrt(n))+1):
        if n%i == 0:
            d.append(i)
            if i*i != n:
                d.append(n//i)
    return d

f, d = map(int, input().split())
c = [[0]*(f+1) for i in range(d+1)]
a = [b(i) for i in range(f+1)]
for n in range(1, f+1):
    c[1][n] = 1
for k in range(1, d+1):
    c[k][1] = 1
for k in range(2, d+1):
    for n in range(2, f+1):
        for d in a[n]:
            c[k][n] = (c[k][n] + c[k-1][d]) % 1000000007
print(sum(c[k]))","a = 1000000007

def b(n, k):

    d = [[0] * (k + 1) for _ in range(n + 1)]

    for i in range(1, n + 1):
        d[i][1] = 1

    for f in range(2, k + 1):
        for e in range(1, n + 1):
            for h in range(e, n + 1, e):
                d[h][f] = (d[h][f] + d[e][f - 1]) % a

    l = sum(d[i][k] for i in range(1, n + 1)) % a
    return l

import k
input = k.stdin.read
c = input().strip().split('\n')
j = []

for g in c:
    n, k = map(int, g.split())
    j.append(b(n, k))

for i in j:
    print(i)"
